Employee_ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,MonthlyIncome,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,ExperienceRatio,PromotionGap,IncomePerLevel,CompanySwitchRate,RoleStability,PromotionDelay,LowIncomeFlag,Feedback,Sentiment,Attrition_Risk,Risk_Score,Risk_Level,Productivity_Risk_Score,Productivity_Risk_Level,Attrition_Risk_%,AgeGroup
6920,50,0,Travel Rarely,Network Administration,3,Graduation,1,Male,140601,5,2,Manager,2,Married,4,Yes,53,13,5,1,2,2,0.07142857142857142,-1,70300.5,0.3076923076923077,2.0,11,0,Supportive management,0.5,0.015105049737966104,1.5105049737966103,Low Risk,26.737147936552347,Low,1.5105049737966103,40-50
6921,27,1,No Travel,Software Development,42,Master's,1,Male,76526,1,2,Support,4,Divorced,10,Yes,73,2,3,3,5,5,1.0,-2,38263.0,5.0,1.6666666666666667,-3,0,High stress workload,0.16,0.9272862047986133,92.72862047986133,High Risk,72.24622714350494,High,92.72862047986133,18-30
6922,59,1,Travel Rarely,Software Development,12,Master's,1,Male,37063,4,2,Software Engineer,4,Divorced,10,No,39,9,3,4,6,1,0.4,3,18531.5,1.1111111111111112,1.5,8,0,Salary is low,0.0,0.6997765417931116,69.97765417931116,Medium Risk,32.93723309046667,Low,69.97765417931116,50-60
6923,29,0,Travel Rarely,Data Science,4,Graduation,2,Male,31925,2,6,Developer,3,Single,10,No,23,16,3,0,6,4,0.0,-4,5320.833333333333,0.625,inf,12,0,Supportive management,0.5,0.09469571267220017,9.469571267220017,Low Risk,54.61227728245059,Medium,9.469571267220017,18-30
6924,33,0,Travel Rarely,IT Services,7,Graduation,5,Male,124586,1,2,Help Desk,4,Married,2,No,58,20,5,6,5,2,0.2857142857142857,4,62293.0,0.1,0.8333333333333334,18,0,Career growth is good,0.7,0.00016816957462241144,0.016816957462241145,Low Risk,55.88532063955216,Medium,0.016816957462241145,30-40
6925,58,0,Travel Rarely,Data Science,20,Master's,2,Male,86364,3,3,Support,2,Single,7,No,36,4,5,0,2,4,0.0,-4,28788.0,1.75,inf,0,0,I am happy with my team,0.8,0.004122948469334906,0.41229484693349067,Low Risk,50.07275791416473,Medium,0.41229484693349067,50-60
6926,49,0,Travel Rarely,Data Science,19,Graduation,4,Female,84929,2,3,Director,2,Divorced,4,No,87,4,5,5,1,8,1.0,-3,28309.666666666668,1.0,0.2,-4,0,Supportive management,0.5,0.0007147722322493179,0.07147722322493179,Low Risk,61.77731950998088,Medium,0.07147722322493179,40-50
6927,32,0,Travel Rarely,Cyber Security,8,Degree,2,Male,101311,2,8,HR,2,Divorced,0,No,96,4,5,1,8,3,0.2,-2,12663.875,0.0,8.0,1,0,Career growth is good,0.7,0.283270890402361,28.327089040236096,Low Risk,66.76360394827697,Medium,28.327089040236096,30-40
6928,44,0,Travel Rarely,Data Science,3,Graduation,4,Female,40741,4,2,QA Analyst,5,Single,9,No,12,10,4,9,2,2,0.8181818181818182,7,20370.5,0.9,0.2222222222222222,8,0,I am happy with my team,0.8,3.8230170156863736e-05,0.0038230170156863734,Low Risk,11.765380532414532,Low,0.0038230170156863734,40-50
6929,45,0,Travel Rarely,IT Services,27,Graduation,3,Female,171158,3,8,Support,5,Single,8,No,100,18,1,4,5,0,0.21052631578947367,4,21394.75,0.4444444444444444,1.25,18,0,Good work life balance,0.7,0.23621554269895784,23.621554269895782,Low Risk,27.69792134174632,Low,23.621554269895782,40-50
6930,34,0,Travel Rarely,Data Science,15,Graduation,5,Female,139967,3,2,Business Analyst,3,Divorced,4,Yes,70,13,5,8,4,1,0.5714285714285714,7,69983.5,0.3076923076923077,0.5,12,0,Supportive management,0.5,0.000426113500323415,0.042611350032341504,Low Risk,41.183990238240995,Medium,0.042611350032341504,30-40
6931,63,0,No Travel,Software Development,8,Master's,1,Female,64407,2,8,Manager,5,Divorced,5,Yes,19,20,3,6,6,0,0.2857142857142857,6,8050.875,0.25,1.0,20,0,I am happy with my team,0.8,0.6432253067595443,64.32253067595443,Medium Risk,46.645152472227245,Medium,64.32253067595443,
6932,19,0,Travel Rarely,Cyber Security,18,Degree,4,Female,44158,3,8,Director,3,Married,1,No,25,19,3,8,10,1,0.4,7,5519.75,0.05263157894736842,1.25,18,0,I am happy with my team,0.8,0.008919087976438572,0.8919087976438571,Low Risk,41.333866258407745,Medium,0.8919087976438571,18-30
6933,53,0,Travel Rarely,Cyber Security,29,Degree,3,Male,107695,5,8,Software Engineer,5,Divorced,9,Yes,87,8,2,4,0,5,0.4444444444444444,-1,13461.875,1.125,0.0,3,0,I am happy with my team,0.8,0.0312612601506076,3.1261260150607604,Low Risk,0.5516692967754283,Low,3.1261260150607604,50-60
6934,24,1,Travel Frequently,Data Science,46,Graduation,5,Male,197271,4,5,Technician,1,Single,9,Yes,92,14,5,6,7,3,0.4,3,39454.2,0.6428571428571429,1.1666666666666667,11,0,No promotion opportunities,0.0,0.2581392972865335,25.81392972865335,Low Risk,51.614222893291775,Medium,25.81392972865335,18-30
6935,30,0,Travel Frequently,Cyber Security,36,Graduation,4,Male,47093,4,5,Consultant,3,Single,3,Yes,89,17,1,7,5,7,0.3888888888888889,0,9418.6,0.17647058823529413,0.7142857142857143,10,0,Good work life balance,0.7,0.008072820929156971,0.8072820929156972,Low Risk,29.554226251691002,Low,0.8072820929156972,18-30
6936,32,0,Travel Frequently,Cyber Security,3,Below College,3,Female,102672,5,6,Director,5,Single,1,Yes,55,2,4,7,2,1,2.3333333333333335,6,17112.0,0.5,0.2857142857142857,1,0,Good work life balance,0.7,0.0015585592895461413,0.15585592895461414,Low Risk,0.027503987462578962,Low,0.15585592895461414,30-40
6937,42,0,No Travel,Data Science,9,Below College,1,Male,148156,5,5,Software Engineer,1,Single,4,No,95,3,1,9,3,4,2.25,5,29631.2,1.3333333333333333,0.3333333333333333,-1,0,Good work life balance,0.7,0.02278206506449786,2.278206506449786,Low Risk,35.69615408937349,Low,2.278206506449786,40-50
6938,40,1,Travel Rarely,IT Services,10,Degree,3,Female,133903,3,1,Technician,3,Divorced,1,No,39,17,2,7,6,6,0.3888888888888889,1,133903.0,0.058823529411764705,0.8571428571428571,11,0,High stress workload,0.16,0.41315933594356663,41.315933594356665,Medium Risk,48.467517693121756,Medium,41.315933594356665,30-40
6939,39,0,Travel Rarely,Data Science,40,Degree,3,Male,42849,2,7,HR,3,Single,1,Yes,55,12,1,6,3,0,0.46153846153846156,6,6121.285714285715,0.08333333333333333,0.5,12,0,Career growth is good,0.7,0.40428363596396205,40.4283635963962,Medium Risk,60.07559357583462,Medium,40.4283635963962,30-40
6940,43,0,Travel Rarely,Software Development,20,Graduation,1,Female,142796,3,7,Business Analyst,1,Divorced,5,Yes,60,16,5,2,7,1,0.11764705882352941,1,20399.428571428572,0.3125,3.5,15,0,Supportive management,0.5,0.556137019057904,55.6137019057904,Medium Risk,68.63771210102185,Medium,55.6137019057904,40-50
6941,50,0,No Travel,Network Administration,2,PhD,4,Female,188649,5,5,Business Analyst,3,Divorced,2,Yes,16,11,2,9,6,0,0.75,9,37729.8,0.18181818181818182,0.6666666666666666,11,0,Supportive management,0.5,0.004375389920391659,0.4375389920391659,Low Risk,17.72427158683044,Low,0.4375389920391659,40-50
6942,28,0,Travel Rarely,IT Services,1,Graduation,3,Female,170934,4,7,Software Engineer,1,Married,3,No,57,20,3,3,5,4,0.14285714285714285,-1,24419.14285714286,0.15,1.6666666666666667,16,0,Career growth is good,0.7,0.005360392612706306,0.5360392612706306,Low Risk,47.153418693165406,Medium,0.5360392612706306,18-30
6943,27,0,Travel Rarely,Data Science,27,Master's,1,Male,176656,4,5,Manager,1,Married,3,No,63,7,5,6,1,5,0.75,1,35331.2,0.42857142857142855,0.16666666666666666,2,0,Good work life balance,0.7,0.00182827196100952,0.182827196100952,Low Risk,47.09108715225311,Medium,0.182827196100952,18-30
6944,42,0,Travel Frequently,IT Services,4,Graduation,4,Female,57396,4,8,Director,3,Single,5,No,32,20,5,10,10,4,0.47619047619047616,6,7174.5,0.25,1.0,16,0,Career growth is good,0.7,0.0062779413570543795,0.627794135705438,Low Risk,29.522551906300958,Low,0.627794135705438,40-50
6945,54,1,Travel Rarely,Network Administration,48,Graduation,1,Male,92631,3,8,Manager,3,Married,10,Yes,55,9,2,0,9,4,0.0,-4,11578.875,1.1111111111111112,inf,5,0,Salary is low,0.0,0.9989179443837543,99.89179443837543,High Risk,58.804434312654486,Medium,99.89179443837543,50-60
6946,60,0,Travel Rarely,Cyber Security,37,Degree,2,Male,155443,5,8,Software Engineer,4,Married,0,No,98,9,4,4,2,0,0.4,4,19430.375,0.0,0.5,9,0,I am happy with my team,0.8,0.06217627180390684,6.217627180390684,Low Risk,9.920757737716004,Low,6.217627180390684,50-60
6947,55,0,Travel Rarely,Cyber Security,32,Below College,4,Female,182527,2,3,Developer,4,Divorced,5,No,41,2,5,7,0,0,2.3333333333333335,7,60842.333333333336,2.5,0.0,2,0,Supportive management,0.5,0.0042878661594726655,0.4287866159472665,Low Risk,44.19331528516717,Medium,0.4287866159472665,50-60
6948,58,0,Travel Rarely,Network Administration,18,Below College,2,Female,193364,3,2,Consultant,2,Divorced,6,No,30,16,5,0,2,1,0.0,-1,96682.0,0.375,inf,15,0,Good work life balance,0.7,0.015310666555209006,1.5310666555209007,Low Risk,50.27018823332722,Medium,1.5310666555209007,50-60
6949,62,0,Travel Rarely,Cyber Security,14,Graduation,3,Male,84896,4,6,IT,2,Married,3,No,46,11,4,10,6,4,0.8333333333333334,6,14149.333333333334,0.2727272727272727,0.6,7,0,Good work life balance,0.7,0.003814342082587247,0.3814342082587247,Low Risk,38.302606036751534,Low,0.3814342082587247,
6950,41,0,Travel Rarely,IT Services,45,Graduation,3,Female,116602,5,8,Technician,1,Married,2,No,19,16,1,2,9,8,0.11764705882352941,-6,14575.25,0.125,4.5,8,0,I am happy with my team,0.8,0.09821094326803502,9.821094326803502,Low Risk,37.02725194002415,Low,9.821094326803502,40-50
6951,57,1,Travel Frequently,Cyber Security,48,Degree,3,Male,40426,2,5,HR,3,Married,0,No,42,14,2,8,0,2,0.5333333333333333,6,8085.2,0.0,0.0,12,0,Salary is low,0.0,0.9593614498663088,95.93614498663088,High Risk,69.87108440940546,Medium,95.93614498663088,50-60
6952,63,0,No Travel,Network Administration,15,Degree,4,Male,154465,1,5,Director,1,Married,6,No,15,8,4,1,7,6,0.1111111111111111,-5,30893.0,0.75,7.0,2,0,I am happy with my team,0.8,0.051805840897967,5.1805840897966995,Low Risk,83.26716189819942,High,5.1805840897966995,
6953,50,0,Travel Frequently,Network Administration,4,Graduation,5,Male,172492,3,5,QA Analyst,4,Married,6,No,69,4,1,2,6,7,0.4,-5,34498.4,1.5,3.0,-3,0,Career growth is good,0.7,0.007465562635912766,0.7465562635912766,Low Risk,32.48468639945729,Low,0.7465562635912766,40-50
6954,34,1,Travel Frequently,Network Administration,19,Graduation,4,Male,82086,1,3,Support,2,Married,7,No,11,6,4,10,2,4,1.4285714285714286,6,27362.0,1.1666666666666667,0.2,2,0,Salary is low,0.0,0.15406513810718095,15.406513810718096,Low Risk,76.24820831953848,High,15.406513810718096,30-40
6955,41,0,Travel Rarely,Software Development,24,Master's,4,Female,114568,5,1,Help Desk,1,Single,0,No,16,13,5,5,4,8,0.35714285714285715,-3,114568.0,0.0,0.8,5,0,Supportive management,0.5,0.000461282841144004,0.0461282841144004,Low Risk,35.302257932490775,Low,0.0461282841144004,40-50
6956,54,1,Travel Rarely,IT Services,30,Graduation,5,Female,37647,1,4,Developer,3,Married,10,No,64,20,1,9,6,3,0.42857142857142855,6,9411.75,0.5,0.6666666666666666,17,0,No promotion opportunities,0.0,0.7075143266942341,70.75143266942341,High Risk,77.19142929460413,High,70.75143266942341,50-60
6957,19,0,Travel Rarely,Network Administration,13,Degree,4,Male,197965,4,7,Consultant,2,Divorced,3,Yes,61,18,1,6,2,0,0.3157894736842105,6,28280.714285714286,0.16666666666666666,0.3333333333333333,18,0,Career growth is good,0.7,0.007403609459415787,0.7403609459415786,Low Risk,38.365946049283814,Low,0.7403609459415786,18-30
6958,49,0,Travel Rarely,IT Services,11,PhD,2,Female,88333,3,6,Business Analyst,1,Divorced,9,No,71,16,5,3,6,7,0.17647058823529413,-4,14722.166666666666,0.5625,2.0,9,0,Career growth is good,0.7,0.01870839895312555,1.870839895312555,Low Risk,59.15367762858457,Medium,1.870839895312555,40-50
6959,41,1,Travel Frequently,Software Development,28,Graduation,5,Female,92012,2,6,Developer,2,Single,2,Yes,70,10,3,4,5,3,0.36363636363636365,1,15335.333333333334,0.2,1.25,7,0,Poor management support,-0.4,0.9388911540946178,93.88911540946178,High Risk,78.33337330755208,High,93.88911540946178,40-50
6960,26,1,No Travel,IT Services,50,Below College,5,Female,72283,4,2,Consultant,3,Married,3,Yes,58,17,3,10,1,2,0.5555555555555556,8,36141.5,0.17647058823529413,0.1,15,0,High stress workload,0.16,0.022769271570813546,2.2769271570813547,Low Risk,29.813575380661415,Low,2.2769271570813547,18-30
6961,21,1,Travel Rarely,Data Science,11,PhD,2,Male,144766,5,3,IT,2,Single,5,Yes,73,7,2,1,1,6,0.125,-5,48255.333333333336,0.7142857142857143,1.0,1,0,No promotion opportunities,0.0,0.21732023420703878,21.73202342070388,Low Risk,30.305651191888916,Low,21.73202342070388,18-30
6962,34,0,Travel Rarely,Software Development,1,Graduation,5,Male,133355,3,3,HR,1,Single,8,No,87,1,3,1,6,3,0.5,-2,44451.666666666664,8.0,6.0,-2,0,Career growth is good,0.7,0.005066309500388616,0.5066309500388616,Low Risk,58.91293487353627,Medium,0.5066309500388616,30-40
6963,34,1,Travel Rarely,Software Development,47,Graduation,5,Male,176600,5,6,Support,1,Married,7,No,89,2,4,8,8,1,2.6666666666666665,7,29433.333333333332,3.5,1.0,1,0,High stress workload,0.16,0.13613334103083027,13.613334103083027,Low Risk,37.69647072407348,Low,13.613334103083027,30-40
6964,47,1,Travel Rarely,Cyber Security,42,Degree,2,Male,155745,5,3,QA Analyst,2,Divorced,3,Yes,2,7,5,3,9,1,0.375,2,51915.0,0.42857142857142855,3.0,6,0,Poor management support,-0.4,0.8318551663666895,83.18551663666895,High Risk,41.150385288823934,Medium,83.18551663666895,40-50
6965,57,0,Travel Frequently,Network Administration,4,Graduation,1,Female,74169,5,7,Consultant,3,Single,1,No,97,14,4,0,3,5,0.0,-5,10595.57142857143,0.07142857142857142,inf,9,0,Good work life balance,0.7,0.07659747591469224,7.659747591469223,Low Risk,18.99877898672986,Low,7.659747591469223,50-60
6966,28,1,Travel Frequently,Software Development,38,PhD,1,Male,164928,3,5,Developer,1,Single,5,No,33,17,1,1,3,1,0.05555555555555555,0,32985.6,0.29411764705882354,3.0,16,0,Poor management support,-0.4,0.9988544790789291,99.88544790789291,High Risk,76.4503731602164,High,99.88544790789291,18-30
6967,38,0,Travel Frequently,IT Services,34,Below College,1,Male,167230,4,3,Manager,5,Single,4,No,86,3,2,2,4,0,0.5,2,55743.333333333336,1.3333333333333333,2.0,3,0,Supportive management,0.5,0.33066528076944424,33.06652807694442,Low Risk,17.599975542990194,Low,33.06652807694442,30-40
6968,38,1,Travel Frequently,Data Science,49,Degree,2,Female,43916,5,4,QA Analyst,2,Single,3,No,98,6,4,7,1,1,1.0,6,10979.0,0.5,0.14285714285714285,5,0,Salary is low,0.0,0.7250369321828182,72.50369321828181,High Risk,39.26535762675562,Low,72.50369321828181,30-40
6969,35,0,Travel Rarely,IT Services,12,Degree,3,Male,195556,2,3,Business Analyst,4,Single,4,No,14,20,3,8,7,4,0.38095238095238093,4,65185.333333333336,0.2,0.875,16,0,Supportive management,0.5,0.0033890205957776936,0.33890205957776937,Low Risk,44.17745330463137,Medium,0.33890205957776937,30-40
6970,46,0,No Travel,IT Services,24,Degree,4,Male,76561,4,1,Support,1,Divorced,8,No,64,3,5,8,7,8,2.0,0,76561.0,2.6666666666666665,0.875,-5,0,I am happy with my team,0.8,0.0002318347900826673,0.02318347900826673,Low Risk,47.062914731589686,Medium,0.02318347900826673,40-50
6971,41,0,Travel Frequently,Data Science,37,Degree,5,Male,158994,5,2,Manager,4,Married,8,No,53,3,3,7,4,8,1.75,-1,79497.0,2.6666666666666665,0.5714285714285714,-5,0,Career growth is good,0.7,0.0003382035371531373,0.03382035371531373,Low Risk,8.829497709479172,Low,0.03382035371531373,40-50
6972,27,0,Travel Rarely,Cyber Security,32,PhD,2,Male,40184,3,6,Director,4,Divorced,10,No,63,11,5,10,10,1,0.8333333333333334,9,6697.333333333333,0.9090909090909091,1.0,10,0,Good work life balance,0.7,0.013813131744476428,1.3813131744476428,Low Risk,32.59670232490252,Low,1.3813131744476428,18-30
6973,62,0,Travel Rarely,Network Administration,19,Master's,4,Male,53602,5,5,IT,3,Divorced,8,Yes,8,16,3,8,3,7,0.47058823529411764,1,10720.4,0.5,0.375,9,0,Supportive management,0.5,0.00205077028368108,0.20507702836810798,Low Risk,17.683248887359078,Low,0.20507702836810798,
6974,34,0,No Travel,Software Development,29,Graduation,2,Female,139264,5,2,HR,3,Married,8,No,51,8,3,3,1,4,0.3333333333333333,-1,69632.0,1.0,0.3333333333333333,4,0,I am happy with my team,0.8,0.002604688385540533,0.2604688385540533,Low Risk,17.69302391268601,Low,0.2604688385540533,30-40
6975,35,1,Travel Rarely,Network Administration,38,Degree,5,Female,176497,1,6,Support,3,Single,2,No,72,17,2,9,5,2,0.5,7,29416.166666666668,0.11764705882352941,0.5555555555555556,15,0,No promotion opportunities,0.0,0.5586460636817656,55.86460636817656,Medium Risk,74.56434230026645,High,55.86460636817656,30-40
6976,59,0,Travel Rarely,Cyber Security,49,Below College,3,Male,131157,1,2,Business Analyst,2,Married,7,No,95,8,4,5,1,2,0.5555555555555556,3,65578.5,0.875,0.2,6,0,Supportive management,0.5,0.11494767763445819,11.49476776344582,Low Risk,75.55790019354927,High,11.49476776344582,50-60
6977,37,0,Travel Rarely,Data Science,29,Degree,2,Female,84250,4,8,Software Engineer,4,Single,1,No,47,13,5,1,5,1,0.07142857142857142,0,10531.25,0.07692307692307693,5.0,12,0,Career growth is good,0.7,0.14600572799936823,14.600572799936822,Low Risk,23.16480696469473,Low,14.600572799936822,30-40
6978,54,1,No Travel,Network Administration,19,Graduation,4,Female,196780,1,6,QA Analyst,1,Married,0,Yes,18,18,3,9,7,2,0.47368421052631576,7,32796.666666666664,0.0,0.7777777777777778,16,0,Salary is low,0.0,0.8044125844047753,80.44125844047753,High Risk,96.54845737184898,High,80.44125844047753,50-60
6979,62,0,Travel Rarely,IT Services,20,Master's,4,Female,145547,3,7,Support,4,Divorced,10,No,90,5,3,5,9,8,0.8333333333333334,-3,20792.428571428572,2.0,1.8,-3,0,Good work life balance,0.7,0.010746690047734873,1.0746690047734873,Low Risk,32.542588647901205,Low,1.0746690047734873,
6980,35,0,Travel Rarely,Software Development,3,Graduation,5,Male,55885,1,6,HR,5,Married,9,Yes,55,5,3,3,2,2,0.5,1,9314.166666666666,1.8,0.6666666666666666,3,0,Good work life balance,0.7,0.004992399451380462,0.49923994513804626,Low Risk,47.146924696200834,Medium,0.49923994513804626,30-40
6981,34,0,No Travel,Software Development,40,Master's,1,Female,108570,3,3,Help Desk,4,Divorced,5,No,90,19,1,10,4,5,0.5,5,36190.0,0.2631578947368421,0.4,14,0,I am happy with my team,0.8,0.021063428231458074,2.1063428231458072,Low Risk,32.72464873349632,Low,2.1063428231458072,30-40
6982,26,0,No Travel,Cyber Security,5,Graduation,5,Female,147814,5,3,Consultant,4,Married,4,No,74,16,1,0,5,6,0.0,-6,49271.333333333336,0.25,inf,10,0,Career growth is good,0.7,0.00015552642246926006,0.015552642246926006,Low Risk,8.826273995690634,Low,0.015552642246926006,18-30
6983,31,0,No Travel,Cyber Security,23,PhD,5,Female,198584,4,6,IT,2,Married,3,No,90,7,3,10,2,6,1.25,4,33097.333333333336,0.42857142857142855,0.2,1,0,Supportive management,0.5,0.000657363210142619,0.0657363210142619,Low Risk,38.24689464488487,Low,0.0657363210142619,30-40
6984,46,0,Travel Rarely,Data Science,5,Degree,1,Female,98603,1,5,Help Desk,1,Single,4,No,85,16,1,0,2,3,0.0,-3,19720.6,0.25,inf,13,0,Supportive management,0.5,0.6396314373163803,63.96314373163803,Medium Risk,93.64055477617141,High,63.96314373163803,40-50
6985,48,0,Travel Rarely,Cyber Security,30,Master's,3,Male,123207,1,7,Developer,5,Married,7,Yes,77,2,4,4,0,0,1.3333333333333333,4,17601.0,3.5,0.0,2,0,Good work life balance,0.7,0.11384141058083679,11.384141058083678,Low Risk,49.06778959848535,Medium,11.384141058083678,40-50
6986,21,1,Travel Rarely,Network Administration,32,Degree,2,Male,198149,4,5,Software Engineer,2,Single,7,Yes,21,16,2,10,6,4,0.5882352941176471,6,39629.8,0.4375,0.6,12,0,High stress workload,0.16,0.3679641556674601,36.79641556674601,Low Risk,44.728779217661064,Medium,36.79641556674601,18-30
6987,35,0,Travel Rarely,Software Development,24,PhD,4,Female,92227,3,8,Manager,5,Divorced,10,No,5,12,4,8,1,5,0.6153846153846154,3,11528.375,0.8333333333333334,0.125,7,0,Supportive management,0.5,0.006988351931302586,0.6988351931302585,Low Risk,23.652735622317106,Low,0.6988351931302585,30-40
6988,37,1,No Travel,Data Science,49,Master's,2,Female,78461,3,2,Developer,4,Single,8,No,89,4,3,8,4,7,1.6,1,39230.5,2.0,0.5,-3,0,No promotion opportunities,0.0,0.462957195193357,46.2957195193357,Medium Risk,40.522774032823946,Medium,46.2957195193357,30-40
6989,60,0,No Travel,Cyber Security,42,Master's,2,Male,57699,1,6,Director,1,Single,3,No,66,20,4,4,4,4,0.19047619047619047,0,9616.5,0.15,1.0,16,0,Good work life balance,0.7,0.3627915038562407,36.27915038562407,Low Risk,88.75514418569837,High,36.27915038562407,50-60
6990,61,1,Travel Rarely,IT Services,35,Graduation,4,Male,181850,3,5,IT,4,Single,7,No,1,20,4,9,2,1,0.42857142857142855,8,36370.0,0.35,0.2222222222222222,19,0,Poor management support,-0.4,0.5744096783618214,57.440967836182146,Medium Risk,42.48958255932626,Medium,57.440967836182146,
6991,26,0,Travel Rarely,Software Development,32,Degree,1,Female,182201,3,8,IT,2,Married,5,No,34,11,3,1,8,3,0.08333333333333333,-2,22775.125,0.45454545454545453,8.0,8,0,I am happy with my team,0.8,0.5836168164610973,58.36168164610973,Medium Risk,60.29912029048995,Medium,58.36168164610973,18-30
6992,30,0,Travel Rarely,Data Science,45,Graduation,4,Female,75377,1,7,Consultant,1,Married,3,No,87,2,4,0,3,4,0.0,-4,10768.142857142857,1.5,inf,-2,0,Supportive management,0.5,0.14614676118880027,14.614676118880027,Low Risk,84.93200166803766,High,14.614676118880027,18-30
6993,32,1,Travel Rarely,Software Development,48,Below College,1,Female,96865,1,3,Manager,5,Divorced,2,Yes,86,4,3,4,5,8,0.8,-4,32288.333333333332,0.5,1.25,-4,0,Poor management support,-0.4,0.9278443777811282,92.78443777811282,High Risk,63.432547843196375,Medium,92.78443777811282,30-40
6994,44,0,Travel Rarely,Network Administration,44,Master's,1,Female,37208,1,4,Director,1,Divorced,3,No,75,16,5,2,5,7,0.11764705882352941,-5,9302.0,0.1875,2.5,9,0,Career growth is good,0.7,0.08193409302293819,8.19340930229382,Low Risk,83.7988369356989,High,8.19340930229382,40-50
6995,32,1,Travel Frequently,Cyber Security,22,Graduation,5,Female,132459,2,3,Consultant,1,Divorced,7,No,3,14,4,0,3,5,0.0,-5,44153.0,0.5,inf,9,0,High stress workload,0.16,0.10143530471559546,10.143530471559545,Low Risk,72.37827008321639,High,10.143530471559545,30-40
6996,45,1,Travel Frequently,Cyber Security,21,Graduation,3,Male,162773,1,7,Consultant,2,Divorced,3,No,93,6,2,0,7,3,0.0,-3,23253.285714285714,0.5,inf,3,0,High stress workload,0.16,0.9862575860446526,98.62575860446526,High Risk,90.93395740078799,High,98.62575860446526,40-50
6997,54,1,No Travel,Cyber Security,28,Graduation,5,Male,124675,2,8,Consultant,2,Divorced,4,No,75,5,1,2,3,1,0.3333333333333333,1,15584.375,0.8,1.5,4,0,Poor management support,-0.4,0.995216709407805,99.52167094078051,High Risk,79.32735369543185,High,99.52167094078051,50-60
6998,36,0,Travel Rarely,IT Services,49,Graduation,3,Female,175785,5,2,Director,4,Divorced,9,No,94,5,4,8,3,8,1.3333333333333333,0,87892.5,1.8,0.375,-3,0,I am happy with my team,0.8,0.00032602059100286893,0.03260205910028689,Low Risk,8.829282716311816,Low,0.03260205910028689,30-40
6999,43,1,Travel Rarely,Network Administration,34,Below College,1,Female,83439,3,7,Support,1,Married,5,Yes,58,18,1,7,3,2,0.3684210526315789,5,11919.857142857143,0.2777777777777778,0.42857142857142855,16,0,No promotion opportunities,0.0,0.9960307032314298,99.60307032314299,High Risk,76.40054182173111,High,99.60307032314299,40-50
7000,43,0,No Travel,IT Services,16,Graduation,5,Male,51091,2,8,Support,1,Married,8,Yes,13,16,2,9,9,0,0.5294117647058824,9,6386.375,0.5,1.0,16,0,Supportive management,0.5,0.30148393556206504,30.148393556206504,Low Risk,75.90854003933055,High,30.148393556206504,40-50
7001,42,0,Travel Rarely,Network Administration,11,Below College,2,Female,54497,5,6,Business Analyst,3,Married,3,No,95,1,4,9,8,3,4.5,6,9082.833333333334,3.0,0.8888888888888888,-2,0,Career growth is good,0.7,0.004580638508258743,0.4580638508258743,Low Risk,17.72789362073398,Low,0.4580638508258743,40-50
7002,43,1,Travel Rarely,Network Administration,33,Degree,4,Male,173674,3,3,IT,4,Married,9,No,55,18,1,0,5,4,0.0,-4,57891.333333333336,0.5,inf,14,0,No promotion opportunities,0.0,0.5444113717403047,54.44113717403047,Medium Risk,41.96020067777008,Medium,54.44113717403047,40-50
7003,43,0,Travel Rarely,Network Administration,44,Below College,4,Female,61883,3,6,QA Analyst,3,Divorced,3,Yes,45,15,4,10,5,7,0.625,3,10313.833333333334,0.2,0.5,8,0,I am happy with my team,0.8,0.0015111697977580386,0.15111697977580385,Low Risk,41.203138290548665,Medium,0.15111697977580385,40-50
7004,63,1,No Travel,Cyber Security,38,PhD,4,Female,184169,3,8,Director,2,Single,5,No,30,2,4,2,0,1,0.6666666666666666,1,23021.125,2.5,0.0,1,0,No promotion opportunities,0.0,0.948428864287574,94.8428864287574,High Risk,66.73697995801601,Medium,94.8428864287574,
7005,45,0,Travel Frequently,Cyber Security,19,PhD,3,Male,108040,4,7,IT,5,Married,7,No,64,4,2,6,2,1,1.2,5,15434.285714285714,1.75,0.3333333333333333,3,0,I am happy with my team,0.8,0.0540412367021534,5.4041236702153395,Low Risk,12.718374765332118,Low,5.4041236702153395,40-50
7006,35,0,No Travel,Cyber Security,28,Graduation,4,Male,59616,4,1,Software Engineer,4,Married,1,Yes,100,12,1,1,9,7,0.07692307692307693,-6,59616.0,0.08333333333333333,9.0,5,0,Career growth is good,0.7,0.018513144262646622,1.8513144262646621,Low Risk,20.914937839929056,Low,1.8513144262646621,30-40
7007,49,1,Travel Rarely,IT Services,29,Graduation,3,Female,146156,2,4,QA Analyst,1,Divorced,10,No,84,19,1,3,8,8,0.15,-5,36539.0,0.5263157894736842,2.6666666666666665,11,0,High stress workload,0.16,0.8581698575921981,85.8169857592198,High Risk,85.73240925162703,High,85.8169857592198,40-50
